image_id,question,answer
71GkLicSjcL,What colors are predominantly featured in the phone case design?,Red
71GkLicSjcL,Is the phone case design primarily geometric or floral?,Floral
71GkLicSjcL,How many main colors appear in the phone case's pattern?,Three
710AB7aRQAL,What number is formed by the bicycle chain on the phone case?,2
710AB7aRQAL,What color is the background of the phone case?,Orange
710AB7aRQAL,Is the phone case design primarily metallic or printed?,Printed
61X+-b96yrL,What color is the background of the phone case?,Blue
61X+-b96yrL,How many different types of objects are repeatedly printed on the phone case?,Five
61X+-b96yrL,Is the phone case design primarily geometric or illustrative?,Illustrative
81XMqULF43L,What color are these formal shoes?,Brown
81XMqULF43L,What type of closure do these men's shoes have?,Lace-up
81XMqULF43L,Are the shoes designed with a round or pointed toe?,Round
81do0ESDQUL,What color is the frame of the Statue of Liberty wall art?,White
81do0ESDQUL,What year is depicted on the wall art?,1875
81do0ESDQUL,Is the Statue of Liberty depicted in color or in a line drawing style?,Line
71Az9fdTR0L,What color is the heart design on the phone case?,Red
71Az9fdTR0L,Is the phone case design primarily a heart shape?,Yes
71Az9fdTR0L,What phone model is this case designed for?,Vivo
61kEBw+cjcL,What color is the background of the phone case?,Black
61kEBw+cjcL,How many eyes are depicted on the phone case?,Two
61kEBw+cjcL,Does the case appear to fully cover the phone's edges?,Yes
31wBeaL487L,How many separate pieces make up this coffee table set?,Three
31wBeaL487L,What color is the coffee table set?,Brown
31wBeaL487L,Can the smaller tables be stored under the larger table?,Yes
71B-+kVkLiL,What type of design is featured on this phone case?,Candy
71B-+kVkLiL,How many distinct colors of candies are visible on the case?,Many
71B-+kVkLiL,Is this phone case designed for a Vivo phone?,Yes
71SjXuX-1eL,What color are the stripes on the shoe?,Red
71SjXuX-1eL,What type of closure do these shoes have?,Lace-up
71SjXuX-1eL,Are these shoes designed for boys or girls?,Boys
81IE0rQYQcL,What color is the face cover?,Blue
81IE0rQYQcL,How many ear loops does this face cover have?,Two
81IE0rQYQcL,Is this neck gaiter designed for sun protection?,Yes
61BI+JSb3UL,What is the shape of the cubic zirconia in these earrings?,Square
61BI+JSb3UL,What color are the gemstones in the Amazon Collection earrings?,Clear
61BI+JSb3UL,How many earrings are shown in the image?,Two
71Lwv+mrsNL,What is the main color scheme of the phone case design?,Purple
71Lwv+mrsNL,Does the case appear to fully cover the phone's edges?,Yes
71Lwv+mrsNL,Is this phone case designed for a Nokia phone?,Yes
61jhx-zcfIL,What color are the 206 Collective Sabor sandals?,Black
61jhx-zcfIL,How many straps does this sandal have?,Two
61jhx-zcfIL,Is the sole of the sandal flat or heeled?,Flat
71-4FrtcwkL,What color is the background of the phone case?,Black
71-4FrtcwkL,How many hearts are shown on the phone case?,One
71-4FrtcwkL,Is the text on the case primarily gold or silver?,Gold
71ETUxv3nKL,What number is formed by the chain on the phone case?,Six
71ETUxv3nKL,What color is the background of the phone case?,Orange
71ETUxv3nKL,Is the phone case design primarily geometric or organic?,Organic
71C+Oh++lXL,What is depicted on the phone case?,Pier
71C+Oh++lXL,How many camera lenses are visible on the phone shown in the case?,Four
71C+Oh++lXL,What is the dominant color of the scene on the phone case?,Blue
71rEAVNm9tL,What animal is featured on this phone case?,Panda
71rEAVNm9tL,How many pandas are fully visible on the phone case?,Seven
71rEAVNm9tL,Is the phone case predominantly black or white?,White
71UXQra1r4L,What color are the Centrino 5510 sneakers?,Navy
71UXQra1r4L,What type of closure do these men's shoes have?,Lace-up
71UXQra1r4L,Are the toes of the shoes pointed or rounded?,Pointed
81KmNHzGfVL,What color is the dominant color of the phone case?,Pink
81KmNHzGfVL,What text is prominently displayed on the phone case?,Girl Boss
81KmNHzGfVL,Is the phone case design primarily glittery or matte?,Glittery
71IwJhDpdpL,What color is the phone holder?,Black
71IwJhDpdpL,How many gripping arms does the holder have to secure a phone?,Four
71IwJhDpdpL,Is this mount designed for use on a dashboard or windshield?,Windshield
71Ocvrly-SL,What color is the background of the phone case?,Black
71Ocvrly-SL,What is the main design feature on this phone case?,Smileys
71Ocvrly-SL,How many complete smileys are fully visible on the phone case?,Seven
61oivlsUEpL,What color is the phone case?,Purple
61oivlsUEpL,What message is printed on the phone case?,Keep Calm and Shop
61oivlsUEpL,Is this case designed for a Motorola Moto G 3rd Generation?,Yes
71XaezhvZcL,What color are the earmuffs?,Pink
71XaezhvZcL,How many items are in this safety kit?,Two
71XaezhvZcL,What color are the lenses of the safety glasses?,Smoke
81eiFCOPltL,What color is the background of the phone case?,Red
81eiFCOPltL,What word is written on the phone case?,Queen
81eiFCOPltL,Is there a crown depicted on the phone case?,Yes
71M3aNezoVL,What color is the heart on the phone case?,Pink
71M3aNezoVL,Is there a rose depicted on the phone case?,Yes
71M3aNezoVL,How many main design elements are featured on this phone case?,Three
81SXgUcz8-L,What flavor is the sparkling water?,Orange
81SXgUcz8-L,What is the brand of this sparkling water?,365
81SXgUcz8-L,Is the can predominantly silver or gold?,Silver
717-uR7EIkL,What color is the Apex KinkControl Plus hose?,Green
717-uR7EIkL,What is the length of the hose shown in the image?,100
717-uR7EIkL,Does this hose have a lifetime warranty?,Yes
51Ev30JJM5L,How many stones are in the ring?,Three
51Ev30JJM5L,What is the shape of the central stone?,Square
51Ev30JJM5L,What color are the stones in the ring?,Clear
81ZuAiKUuAL,What is the main design element on this phone case?,Wood
81ZuAiKUuAL,Is the phone case predominantly a single color?,Yes
81ZuAiKUuAL,How many distinct patterns are visible on the phone case?,Two
61COzNf4SmL,What is the brand of this vitamin E oil?,365
61COzNf4SmL,What color is the liquid inside the bottle?,Yellow
61COzNf4SmL,What is the amount of Vitamin E in IU (International Units) indicated on the bottle?,5000
715a-r95jfL,What is the brand of this mouthwash?,Solimo
715a-r95jfL,What is the volume of mouthwash in the bottle shown?,16
715a-r95jfL,What color is the text on the mouthwash bottle?,Blue
71sI5Ru34PL,What colors are predominantly used in the phone case design?,Two
71sI5Ru34PL,Is the phone case design symmetrical?,Yes
71sI5Ru34PL,What type of pattern is shown on the phone case?,Floral
61pWqd2zo2L,What color is the phone case's background?,White
61pWqd2zo2L,How many distinct cartoon characters are visible on the phone case?,Many
61pWqd2zo2L,Does the case appear to fully cover the phone's sides?,No
81K8fC5rq8L,What color is the main background of the phone case?,White
81K8fC5rq8L,Is the design on the case primarily a smiley face?,Yes
81K8fC5rq8L,Does the case appear to offer protection for the phone's camera?,Yes
71J+jvB4seL,How many nail polish bottles are shown in the image?,3
71J+jvB4seL,What is the main color of the bottle caps?,Black
71J+jvB4seL,Is there a brush applicator visible in the image?,Yes
91TPQFidLBL,What color are the blackout curtains?,Blue
91TPQFidLBL,How many curtains are shown in the image?,Two
91TPQFidLBL,Are these curtains designed to block light?,Yes
917u0Ov0xCL,How many pillowcases are included in this bedding set?,Two
917u0Ov0xCL,What is the dominant color scheme of the bedding?,Red
917u0Ov0xCL,Is the pattern on the bedding primarily stripes or floral?,Stripes
71VRg0pRa3L,What color is the sesame oil in the bottle?,Brown
71VRg0pRa3L,Is the bottle's cap gold or silver?,Gold
71VRg0pRa3L,What type of oil is shown in the image?,Sesame
51aJIYy4etL,What color is the spoon shown in the image?,White
51aJIYy4etL,What is the primary function of the object depicted?,Spoon
51aJIYy4etL,Is the handle of the spoon long or short?,Long
71epVmRIvuL,What color are the notebooks?,Black
71epVmRIvuL,How many notebooks are shown in the image?,Four
71epVmRIvuL,Are the notebooks wide-ruled or narrow-ruled?,Wide
91yhe9USG8L,What is the main color of the Flavia clutch?,Beige
91yhe9USG8L,Is the clutch made of leather or a leather-like material?,Faux
91yhe9USG8L,How many noticeable metallic accents are on the clutch's front?,One
71BTCVM3qBL,What color is the girl's dress on the phone case?,Pink
71BTCVM3qBL,Is the phone case design primarily a picture or a pattern?,Picture
71BTCVM3qBL,What is the hair color of the girl depicted on the phone case?,Blonde
71GpMnMLj5L,How many tiers does this jewelry stand have?,Four
71GpMnMLj5L,What color is the base of the jewelry tree?,White
71GpMnMLj5L,Is this jewelry stand designed to hold earrings?,Yes
61XGRY3SiHL,What color is the background of the phone case?,Pink
61XGRY3SiHL,What animal is depicted on the phone case?,Cat
61XGRY3SiHL,Is the phone case design primarily focused on a single element or multiple elements?,Single
5189zeOO3jL,What type of cheese is shown in the image?,Ricotta
5189zeOO3jL,What is the net weight of the ricotta cheese container?,15
5189zeOO3jL,What is the primary color of the label on the container?,White
71nWFy-z6IL,What is the dominant color of the phone case?,Red
71nWFy-z6IL,Is the phone case design primarily geometric or organic?,Organic
71nWFy-z6IL,How many distinct design elements are visible on the phone case?,Two
71t-md9aR5L,What color is the heel patch on this shoe?,Navy
71t-md9aR5L,How many laces are visible on the shoe?,Seven
71t-md9aR5L,Is the main body of the shoe primarily white or off-white?,Off-white
81XdeX2ZoQL,What color is the countertop of this kitchen cart?,Gray
81XdeX2ZoQL,How many wheels does the kitchen cart have?,Four
81XdeX2ZoQL,Does this cart have a drawer for storage?,Yes
81JArlwE-JL,What is the dominant color of the washcloth?,Off-white
81JArlwE-JL,Is this washcloth described as being oversized?,Yes
81JArlwE-JL,"Based on its appearance, is this washcloth likely made from a soft material?",Yes
81z9JsyMKHL,What color is the phone case background?,Black
81z9JsyMKHL,What animal is depicted on the phone case?,Peacock
81z9JsyMKHL,Is the design of the phone case primarily colorful or monochromatic?,Monochromatic
71UEra7dQYL,What color is the smiling cup on the phone case?,White
71UEra7dQYL,Is there a pencil shown on the phone case design?,Yes
71UEra7dQYL,How many items are hanging from the chain on the phone case?,One
81-a4wBqffL,What is the main design feature on the phone case?,Wood
81-a4wBqffL,How many distinct wood panels are visible on the case?,Four
81-a4wBqffL,Is the phone case primarily light or dark in color?,Light
71h5pxEE69L,What is the brand of this antiseptic?,Solimo
71h5pxEE69L,What is the color of the liquid inside the bottle?,Green
71h5pxEE69L,What percentage of isopropyl alcohol does this bottle contain?,70
81CurL2TTzL,What animal is depicted on the phone case?,Peacock
81CurL2TTzL,What color is the peacock's body?,Blue
81CurL2TTzL,Is the phone case design primarily made of one color or multiple?,Multiple
71TtD+MBZCL,What animals are featured on this phone case?,Pandas
71TtD+MBZCL,How many pandas are depicted on the phone case?,Six
71TtD+MBZCL,What is the primary color of the phone case background?,Pink
81JpDd+PalL,What colors are predominantly featured on the phone case?,Black
81JpDd+PalL,Is the design on the phone case symmetrical?,No
81JpDd+PalL,What type of material does the phone case appear to be made of?,Hard
61f1dE8AXGL,What color is the majority of the phone case?,Blue
61f1dE8AXGL,Does the case appear to have cutouts for buttons and ports?,Yes
61f1dE8AXGL,Is this phone case design primarily abstract or representational?,Abstract
51KEpeiczrL,What color is the gemstone in the earring?,Pink
51KEpeiczrL,How many earrings are shown in the image?,Two
51KEpeiczrL,What is the metal color of the earring?,Gold
71j6isOkGTL,What color are the hearts on the phone case?,Multicolored
71j6isOkGTL,What type of animals are depicted on the phone case?,Birds
71j6isOkGTL,Is the phone case design primarily geometric or organic?,Organic
71uIhR6Og8L,What color are the butterflies on the phone case?,Gold
71uIhR6Og8L,How many butterflies are visible on the phone case?,10
71uIhR6Og8L,What phone model is this case designed for?,A20
91YzxsRGIWL,What color is the AmazonBasics travel backpack?,Grey
91YzxsRGIWL,How many main zippered compartments are visible on the backpack?,One
91YzxsRGIWL,Does this backpack appear suitable for carrying a laptop?,Yes
61h3-5KPz0L,What is the main design on the phone case?,Skull
61h3-5KPz0L,What color is the background of the phone case design?,Blue
61h3-5KPz0L,Does the case appear to have cutouts for buttons and ports?,Yes
71QWkup4wFL,How many colorful blocks are depicted on the phone case?,Four
71QWkup4wFL,What color is the largest block on the phone case?,Orange
71QWkup4wFL,Is this phone case designed for a Samsung Galaxy phone?,Yes
81t+kBI-M7L,What color is the phone case background?,Black
81t+kBI-M7L,What animal is depicted on the phone case?,Peacock
81t+kBI-M7L,Is the phone case design primarily colorful or monochrome?,Monochrome
71+DxqQRZ+L,What colors are predominantly featured on this phone case?,Blue
71+DxqQRZ+L,Is the phone case design primarily geometric or abstract?,Abstract
71+DxqQRZ+L,Does this case appear to offer protection for the phone's screen?,Yes
71VCfH2n5EL,What color is the stapler?,Black
71VCfH2n5EL,How many staples can this stapler hold at once?,One
71VCfH2n5EL,Is this stapler designed for heavy-duty use or light use?,Light
710ppH8dQ5L,What color is the heart-shaped charm on the phone case?,Green
710ppH8dQ5L,How many charms are hanging from the necklace on the phone case?,Three
710ppH8dQ5L,Does the phone case design include the word 'peace'?,Yes
81AVss36n3L,What color is the circular button on the phone case?,Blue
81AVss36n3L,Is the phone case design primarily made of geometric shapes or abstract patterns?,Abstract
81AVss36n3L,"Based on the image, does this case appear to fully cover the phone's edges?",Yes
617SjX1wIOL,What color are the straps of these sandals?,Olive
617SjX1wIOL,How many straps cross over the top of the foot?,Two
617SjX1wIOL,What material are the sandals made from?,Velvet
71Yd9c74QyL,What color is the background of the phone case?,Black
71Yd9c74QyL,What shapes are printed on the phone case?,Stars
71Yd9c74QyL,Is the phone case design primarily geometric or abstract?,Abstract
71qhWYNA3fL,What color are the loafers?,Blue
71qhWYNA3fL,How many shoes are shown in the image?,One
71qhWYNA3fL,Are these shoes designed for formal or casual wear?,Casual
71jM90deWgL,What is the scent of this Whole Foods Market bath product?,Lavender
71jM90deWgL,What type of dispenser does the bottle have?,Pump
71jM90deWgL,Is the bottle mostly white or colored?,White
71uiffE6HWL,What color is the phone case?,Pink
71uiffE6HWL,Is the phone case design abstract or representational?,Abstract
71uiffE6HWL,Does the case appear to fully cover the phone's back and sides?,Yes
716b4GW8O4L,What type of bird is depicted on the phone case?,Toucan
716b4GW8O4L,What color is the toucan's beak?,Orange
716b4GW8O4L,Is the phone case design primarily focused on a single object or a scene?,Single
81z5hJDTaLL,What colors are predominantly featured on the phone case?,Multi
81z5hJDTaLL,Is the phone case design abstract or representational?,Abstract
81z5hJDTaLL,How many main color blocks are visible on the phone case?,Five
71Y17Rnl8YL,What color is the teddy bear on the phone case?,Brown
71Y17Rnl8YL,What is the main design feature of this phone case?,Teddy
71Y17Rnl8YL,Does the case appear to fully cover the phone's edges?,Yes
51t-QS1S19L,What type of tea is shown in the image?,Green
51t-QS1S19L,What is the primary color of the packaging?,Black
51t-QS1S19L,Is the tea presented in loose leaf or tea bags?,Loose
61Z6ny+KfcL,What color is the phone case?,Black
61Z6ny+KfcL,How many hands are shown on the case?,Two
61Z6ny+KfcL,Is there a heart design on the phone case?,Yes
61UMW31o0GL,What color are the gemstones in these earrings?,Blue
61UMW31o0GL,How many gemstones are visible in the image?,Two
61UMW31o0GL,What type of earring closure is used?,Leverback
81m32RfyXoL,How many colors are in the horizontal stripes on the phone case?,3
81m32RfyXoL,What is the primary color of the middle stripe on the phone case?,Blue
81m32RfyXoL,Is the phone case design primarily geometric or pictorial?,Geometric
81CVeAbi1wL,What is the predominant color of the bedding set?,Blue
81CVeAbi1wL,How many pillowcases are visibly shown on the bed?,Two
81CVeAbi1wL,Is the pattern on the comforter and pillowcases the same?,Yes
41zpikeFrNL,What color are the potatoes?,Brown
41zpikeFrNL,Approximately how many whole potatoes are in the pile?,11
41zpikeFrNL,Is the inside of the potato a different color than the outside?,Yes
71GmHxzSTnL,What color is the cap on the Presto! Colour laundry liquid detergent bottle?,Purple
71GmHxzSTnL,Is the bottle primarily white or colored?,White
71GmHxzSTnL,"Based on the label, what is the primary function of this product?",Detergent
819Lhgr-sgL,What is the color of the hangers?,Black
819Lhgr-sgL,How many hangers are shown in the image?,50
819Lhgr-sgL,Are the hangers designed to prevent clothes from slipping?,Yes
81WajPU7L7L,What color are the flowers on the phone case?,Pink
81WajPU7L7L,What is the background color of the phone case?,Green
81WajPU7L7L,Is this phone case designed for an iPhone?,No
61AwV-vfZIL,What color is the corner TV stand?,White
61AwV-vfZIL,How many glass doors does the cabinet have?,Two
61AwV-vfZIL,Is this TV stand designed to fit in a corner?,Yes
71x5tSg7sBL,How many cushions are on the bench?,Three
71x5tSg7sBL,What color are the cushions?,Off-white
71x5tSg7sBL,Is the bench made of metal or wood?,Wood
81C9KvrHEoL,What is the main color of the background on the phone case?,Blue
81C9KvrHEoL,How many trees are depicted on the phone case?,One
81C9KvrHEoL,Is the phone case design primarily abstract or realistic?,Abstract
71vqe12nlsL,What is the color of the keyboard?,Black
71vqe12nlsL,Is this keyboard designed for a specific operating system?,Yes
71vqe12nlsL,How many rows of keys are visible on the keyboard?,5
71CxDaOK4cL,What is the primary color of the bottle?,White
71CxDaOK4cL,How many citrus fruits are depicted on the label?,Four
71CxDaOK4cL,Is this product a shampoo or a conditioner?,Conditioner
41lCgX2WvSL,What color is the planter?,Peach
41lCgX2WvSL,What is the pattern on the planter?,Floral
41lCgX2WvSL,How many distinct floral patterns are fully visible on the planter?,6
91NhNVuBj2L,What is the main color of this artwork?,Black
91NhNVuBj2L,What building is depicted in the wall art?,Empire State
91NhNVuBj2L,What year is shown at the bottom of the artwork?,1929
61ONX6zLmmL,What letter is prominently displayed on the phone case?,L
61ONX6zLmmL,What is the primary color of the background on this phone case?,Blue
61ONX6zLmmL,Is this phone case compatible with a Realme 3i?,Yes
81zmZTwvKwL,What is the scent of this laundry detergent?,WaterLily
81zmZTwvKwL,What is the size of this detergent bottle in fluid ounces?,128
81zmZTwvKwL,Is this detergent suitable for high-efficiency washing machines?,Yes
7161vPUPdlL,What type of animal is depicted on the phone case?,Bird
7161vPUPdlL,What color are the bird's wings primarily?,White
7161vPUPdlL,"Is the phone case design primarily focused on a single object, or multiple?",Single
61GV3g36VwL,What color is the majority of the phone case design?,Teal
61GV3g36VwL,Does the case cover the entire back of the phone?,Yes
61GV3g36VwL,How many camera lenses are visible on the phone through the case?,One
81tNj0ZfATL,What colors are predominantly featured in the phone case design?,Pink
81tNj0ZfATL,Is the phone case design geometric or abstract?,Abstract
81tNj0ZfATL,How many colors are used in the phone case's design?,Many
91QoiLWMbJL,How many snow-covered trees are prominently featured in the print?,Three
91QoiLWMbJL,What is the dominant color scheme of the Stone & Beam print?,Black
91QoiLWMbJL,Is the frame of the artwork white or black?,White
71SOAXmkg7L,What color is the main part of the coat rack?,White
71SOAXmkg7L,How many coat hooks are visible on the rack?,Four
71SOAXmkg7L,Is there a shelf included in this design?,Yes
71-7--vmE7L,How many chicken breasts are in the tray?,Two
71-7--vmE7L,What color is the baking dish?,Gold
71-7--vmE7L,"Besides chicken, what other vegetables are included in this prepared meal?",Two
61it1x6zq4L,What celestial bodies are depicted on the phone case?,"Sun,Moon"
61it1x6zq4L,What color is the dominant background of the phone case's design?,Purple
61it1x6zq4L,Does the case appear to offer protection for the phone's screen?,Yes
81ShwFhKt8L,What color are the men's find. Ezra slippers?,Brown
81ShwFhKt8L,What type of shoe is shown in the image?,Slipper
81ShwFhKt8L,Does the slipper have a visible buckle or strap?,No
61AB-J+XLCL,What is the main color of the safety device?,Red
61AB-J+XLCL,How many distinct parts are visibly connected in this lockout device?,Two
61AB-J+XLCL,Is this safety device primarily designed for electrical or mechanical lockout?,Mechanical
71hOaPInVgL,What color is the box the aluminum foil comes in?,Yellow
71hOaPInVgL,Is the foil roll inside a box?,Yes
71hOaPInVgL,"What is the primary use of this product, according to the packaging?",Cooking
61TurWCOtVL,How many hearts are depicted on the phone case?,5
61TurWCOtVL,What is the dominant color of the background on the phone case?,Brown
61TurWCOtVL,Is the phone case design primarily geometric or illustrative?,Illustrative
91Z7s5G-E3L,What color is the Rivet Kyler bed?,Charcoal
91Z7s5G-E3L,Does the bed have a boxspring?,No
91Z7s5G-E3L,How many legs does this queen-size bed have?,4
71N5b-zqDAL,What are the main figures depicted on the phone case?,Couple
71N5b-zqDAL,What celestial body are the figures sitting on?,Moon
71N5b-zqDAL,Is the phone case design primarily based on a romantic theme?,Yes
613uwtG3CTL,What color are the Mellor boots?,Black
613uwtG3CTL,How many eyelets are visible on the boot's laces?,Five
613uwtG3CTL,Is the sole of the boot primarily white or brown?,White
710Ny5F0peL,What color is the gemstone in the pendant?,White
710Ny5F0peL,What type of chain is used in this necklace?,Rope
710Ny5F0peL,How many gemstones are visible in the image?,One
81gUK+sfbDL,What color is the phone case?,Gold
81gUK+sfbDL,Is the phone case design sparkly?,Yes
81gUK+sfbDL,Does the case appear to have cutouts for the phone's buttons and ports?,Yes
71lbuFsoTFL,What color is the dominant color on the phone case?,Blue
71lbuFsoTFL,Is the phone case design primarily geometric or abstract?,Abstract
71lbuFsoTFL,How many main colors are prominently featured in the phone case design?,Three
816qI88SqoL,What colors are predominantly featured on the phone case?,Multicolor
816qI88SqoL,Is the phone case design abstract or representational?,Abstract
816qI88SqoL,How many distinct color blocks appear in the design?,Four
81lzsbQLkML,What color is the main design on the phone case?,Gold
81lzsbQLkML,Is the phone case design solid or sparkly?,Sparkly
81lzsbQLkML,How many cutouts are visible on the phone case for buttons and ports?,Three
811Ri4El0aL,What is the brand name of the BCAA powder shown?,OWNPWR
811Ri4El0aL,What color is the prominent stripe on the container?,Orange
811Ri4El0aL,Is the BCAA powder flavored or unflavored?,Unflavored
81XrLck6TlS,What color is the Strathwood lounge chair?,Blue
81XrLck6TlS,Does the chair have armrests?,Yes
81XrLck6TlS,Is the chair folded or unfolded in the image?,Unfolded
81h7TBsd47L,Is the phone case design primarily geometric?,Yes
81h7TBsd47L,What type of material does this phone case appear to be made of?,Hard
81h7TBsd47L,"Based on the image, does the case have cutouts for buttons and ports?",Yes
71DvRoQcPtL,What is the main pattern on the phone case?,Leaves
71DvRoQcPtL,What colors are used in the design of this Nokia 3310 case?,Two
71DvRoQcPtL,Is the phone case shown designed to be a slim fit?,Yes
81wGhcJ5A3L,What is the main color of the phone case?,Red
81wGhcJ5A3L,How many colors are used in the design of this phone case?,Two
81wGhcJ5A3L,Does the case appear to have cutouts for buttons and ports?,Yes
51zlU7+sWEL,What color is the monitor stand?,Black
51zlU7+sWEL,How many separate stands are included in this bundle?,Two
51zlU7+sWEL,Can the monitor arm be adjusted to a portrait orientation?,Yes
8100FM2EOCL,How many hand soap refills are shown in the image?,Four
8100FM2EOCL,What color are the tops of the hand soap refill bottles?,Green
8100FM2EOCL,Is this hand soap described as having a fragrance?,No
816lusYouvL,What is the primary color of the shoe?,Black
816lusYouvL,What type of closure does this shoe have?,Slip-on
816lusYouvL,Does the shoe appear to have a round or pointed toe?,Round
814ZxvwZNgL,What colors are prominently featured on the phone case?,Orange
814ZxvwZNgL,Is the phone case design abstract or representational?,Abstract
814ZxvwZNgL,How many primary colors can you identify on the phone case?,Three
71GIInZywuL,What fruit is depicted on the phone case?,Watermelon
71GIInZywuL,What color is the background of the phone case?,Yellow
71GIInZywuL,How many watermelon slices are fully visible on the phone case?,12
71QTw6lez2L,What color are the gloves?,Brown
71QTw6lez2L,How many gloves are shown in the image?,Two
71QTw6lez2L,Are these gloves designed for warm or cold weather?,Warm
71nT86t65TL,How many tiers does this utility cart have?,3
71nT86t65TL,What is the primary color of the cart's shelves?,Black
71nT86t65TL,Does this cart have wheels that can lock?,Yes
81gaVYX4ElL,What is the primary color of the Fusefit running shoes?,Grey
81gaVYX4ElL,What type of closure do these Fusefit Sapphire running shoes use?,Slip-on
81gaVYX4ElL,Are the toes of the Fusefit running shoes pointed or rounded?,Rounded
A1xNpgiUxZL,What is the dominant color of the rug?,Beige
A1xNpgiUxZL,Is the rug rectangular or square?,Rectangular
A1xNpgiUxZL,What material is this rug primarily made of?,Sisal
71PVWuyHbgL,What is the main text on the phone case?,Daddy'sGirl
71PVWuyHbgL,What color is the background of the phone case?,Pink
71PVWuyHbgL,Is the phone case design primarily text-based or image-based?,Text
81Wmzi7kxlL,What color pasta shapes are predominantly shown in the bag?,Multicolored
81Wmzi7kxlL,Is this pasta organic?,Yes
81Wmzi7kxlL,How many distinct pasta shapes can you identify in the image?,3
813+-1LaDHL,What color is the Nia & Nicole women's clutch?,Brown
813+-1LaDHL,How many compartments does this clutch have?,3
813+-1LaDHL,Does the clutch have a snap closure?,Yes
71E08fIH5XL,What color are the roses on the phone case?,Red
71E08fIH5XL,How many main rose blossoms are clearly visible on the phone case?,Three
71E08fIH5XL,Is this phone case designed for a Karbonn Aura Power 4G Plus?,Yes
71RBUsy39aL,What color are the men's formal shoes?,Tan
71RBUsy39aL,What is the primary material used in the shoe's construction?,Canvas
71RBUsy39aL,How many different shades or textures of material are visible on the shoe?,Two
61Oi7sbOXqL,What famous singer is depicted on the phone case?,Jackson
61Oi7sbOXqL,How many main colors are prominently featured in the design?,Many
61Oi7sbOXqL,Is the phone case design primarily photographic or abstract?,Photographic
61lR93HHNiL,What is the approximate number of candles in the image?,100
61lR93HHNiL,What color are the candles?,White
61lR93HHNiL,Are these candles scented or unscented?,Unscented
61La9LHK93L,How many waffles are in the package?,8
61La9LHK93L,What is the main color of the waffles?,Yellow
61La9LHK93L,Are these waffles suitable for vegetarians?,Yes
71+8Gtj51eL,What color are the find. Marmose boots?,Black
71+8Gtj51eL,How many pairs of laces are visible on these men's ankle boots?,One
71+8Gtj51eL,Are these boots described as having a bootstrap detail?,Yes
41XBgu7mAvL,What is the brand of these crackers?,Solimo
41XBgu7mAvL,What is the net weight of the crackers shown in the image?,9.1
41XBgu7mAvL,What flavor are the crackers?,Original
71EVPzq62PL,What phone model is this case designed for?,LG Q7
71EVPzq62PL,What color is the background of the phone case?,Black
71EVPzq62PL,Is the text on the case primarily white or black?,White
61eo8xV-Y-L,What color is the background of the phone case?,Pink
61eo8xV-Y-L,Is there a couple on a bicycle depicted on the case?,Yes
61eo8xV-Y-L,How many birds are visible in the heart design?,Two
61q+ieTRIhL,What color is the dominant color on the phone case?,Orange
61q+ieTRIhL,Is the phone case design abstract or representational?,Abstract
61q+ieTRIhL,Does the case appear to completely cover the phone's edges?,Yes
91NpkDv-L0S,How many different sheet sets are stacked in the image?,Five
91NpkDv-L0S,What is the dominant pattern on the sheets?,Stripes
91NpkDv-L0S,Is the color of the top sheet set the same as the product's description?,No
91xnIEnMWyL,What is the primary color of the office chair?,Grey
91xnIEnMWyL,How many wheels does the chair have?,Five
91xnIEnMWyL,Does this chair have adjustable height?,Yes
718CK03VgQL,What color is the ceramic planter?,White
718CK03VgQL,How many legs does the stand have?,Four
718CK03VgQL,Is the planter made of wood or ceramic?,Ceramic
7100Z61lQvL,What words are spelled out on the phone case?,Three
7100Z61lQvL,What color is the background of the phone case?,Pink
7100Z61lQvL,Is this phone case designed for a Nokia phone?,Yes
81SsIK884IL,What is the main color of the phone case?,Brown
81SsIK884IL,Is the Apple logo visible through the case?,Yes
81SsIK884IL,What type of material does this phone case appear to be made of?,Hard
41xYzKD0A1L,What color is the Kindle case?,Blue
41xYzKD0A1L,How many pockets or compartments does the case have?,Two
41xYzKD0A1L,Is the Kindle fully enclosed by the case when closed?,Yes
61+UrZXAOTL,What color is the guitar capo?,Silver
61+UrZXAOTL,Is there a rubber or silicon part on the capo to protect the guitar?,Yes
61+UrZXAOTL,How many pieces are included in this AmazonBasics capo?,One
71e0bXxi6aL,What colors are predominantly used in the phone case design?,Two
71e0bXxi6aL,Is the design on the phone case symmetrical?,No
71e0bXxi6aL,How many main design elements are visible on the phone case?,One
81LsWCkBR-L,What colors are prominently featured on the phone case?,Blue
81LsWCkBR-L,How many distinct colored rectangles are visible on the case design?,Three
81LsWCkBR-L,Is the phone case design primarily geometric or abstract?,Abstract
818nw3nSlfL,What is the main design element on this phone case?,Wood
818nw3nSlfL,How many decorative elements are visible on the sides of the phone case?,Two
818nw3nSlfL,Is the phone case predominantly light or dark?,Dark
8179uFmxi7L,What is the main design element on the phone case?,Dreamcatcher
8179uFmxi7L,How many feathers are depicted on the phone case?,Three
8179uFmxi7L,What colors are predominantly featured in the design?,Purple
91F3xIvAPjL,What color are the cushions?,Blue
91F3xIvAPjL,How many cushions are in this set?,Two
91F3xIvAPjL,Are these cushions suitable for outdoor use?,Yes
81IgUFAoemL,What color is the storage basket?,Blue
81IgUFAoemL,How many handles does the basket have?,Two
